zip,state,latitude,longitude,county
00501,NY,40.81,-73.040000000000006,suffolk
00544,NY,40.81,-73.040000000000006,suffolk
00601,PR,18.16,-66.72,adjuntas
00602,PR,18.38,-67.180000000000007,NA
00603,PR,18.43,-67.150000000000006,aguadilla
00604,PR,18.43,-67.150000000000006,NA
00605,PR,18.43,-67.150000000000006,NA
00606,PR,18.18,-66.98,maricao
00610,PR,18.28,-67.14,NA
00611,PR,18.28,-66.790000000000006,NA
00612,PR,18.45,-66.73,arecibo
00613,PR,18.45,-66.73,NA
00614,PR,18.45,-66.73,NA
00616,PR,18.399999999999999,-66.66,arecibo
00617,PR,18.45,-66.53,barceloneta
00622,PR,17.989999999999998,-67.150000000000006,NA
00623,PR,18.079999999999998,-67.14,NA
00624,PR,18.059999999999999,-66.72,NA
00627,PR,18.48,-66.84,NA
00631,PR,18.190000000000001,-66.819999999999993,NA
00636,PR,18.149999999999999,-67.06,NA
00637,PR,18.079999999999998,-66.959999999999994,NA
00638,PR,18.329999999999998,-66.47,NA
00641,PR,18.27,-66.7,NA
00646,PR,18.47,-66.27,NA
00647,PR,17.96,-66.94,NA
00650,PR,18.36,-66.56,NA
00652,PR,18.45,-66.599999999999994,arecibo
00653,PR,17.97,-66.930000000000007,NA
00656,PR,18.02,-66.790000000000006,NA
00659,PR,18.48,-66.819999999999993,NA
00660,PR,18.14,-67.12,NA
00662,PR,18.5,-67.02,NA
00664,PR,18.22,-66.59,NA
00667,PR,18.04,-67.06,NA
00669,PR,18.29,-66.88,NA
00670,PR,18.27,-67.06,NA
00674,PR,18.43,-66.48,NA
00676,PR,18.39,-67.11,NA
00677,PR,18.34,-67.25,NA
00678,PR,18.47,-66.930000000000007,NA
00680,PR,18.2,-67.14,NA
00681,PR,18.2,-67.14,NA
00682,PR,18.2,-67.14,NA
00683,PR,18.079999999999998,-67.040000000000006,NA
00685,PR,18.329999999999998,-66.989999999999995,NA
00687,PR,18.32,-66.400000000000006,NA
00688,PR,18.38,-66.62,NA
00690,PR,18.489999999999998,-67.09,NA
00692,PR,18.41,-66.319999999999993,NA
00693,PR,18.440000000000001,-66.39,NA
00694,PR,18.440000000000001,-66.39,NA
00698,PR,18.03,-66.86,NA
00703,PR,18.25,-66.099999999999994,NA
00704,PR,17.96,-66.22,NA
00705,PR,18.14,-66.260000000000005,NA
00707,PR,18,-65.900000000000006,NA
00714,PR,17.97,-66.06,NA
00715,PR,18,-66.56,NA
00716,PR,17.98,-66.599999999999994,NA
00717,PR,17.98,-66.599999999999994,NA
00718,PR,18.21,-65.73,NA
00719,PR,18.3,-66.239999999999995,NA
00720,PR,18.22,-66.39,NA
00721,PR,18.37,-65.77,NA
00723,PR,18,-66.010000000000005,patillas
00725,PR,18.23,-66.03,NA
00726,PR,18.23,-66.03,NA
00727,PR,18.23,-66.03,NA
00728,PR,17.98,-66.599999999999994,NA
00729,PR,18.37,-65.900000000000006,canãƒâ³vanas
00730,PR,17.98,-66.599999999999994,NA
00731,PR,17.98,-66.599999999999994,NA
00732,PR,17.98,-66.599999999999994,NA
00733,PR,17.98,-66.599999999999994,NA
00734,PR,17.98,-66.599999999999994,NA
00735,PR,18.260000000000002,-65.64,NA
00736,PR,18.11,-66.16,NA
00737,PR,18.11,-66.16,NA
00738,PR,18.329999999999998,-65.650000000000006,NA
00739,PR,18.170000000000002,-66.150000000000006,NA
00740,PR,18.329999999999998,-65.63,NA
00741,PR,18.149999999999999,-65.760000000000005,NA
00742,PR,18.27,-65.650000000000006,NA
00744,PR,18.22,-65.790000000000006,NA
00745,PR,18.38,-65.83,NA
00751,PR,17.97,-66.290000000000006,NA
00754,PR,18.190000000000001,-65.959999999999994,NA
00757,PR,17.97,-66.400000000000006,santa isabel
00765,PR,18.420000000000002,-65.83,NA
00766,PR,18.13,-66.48,NA
00767,PR,18.04,-65.87,NA
00769,PR,18.079999999999998,-66.36,NA
00771,PR,18.18,-65.86,NA
00772,PR,18.43,-65.88,NA
00773,PR,18.37,-65.709999999999994,NA
00775,PR,18.309999999999999,-65.3,NA
00777,PR,18.22,-65.91,NA
00778,PR,18.25,-65.97,NA
00780,PR,18.09,-66.569999999999993,NA
00782,PR,18.22,-66.22,NA
00783,PR,18.34,-66.31,NA
00784,PR,17.97,-66.11,NA
00785,PR,17.97,-66.11,NA
00786,PR,18.16,-66.23,aibonito
00791,PR,18.149999999999999,-65.81,NA
00792,PR,18.149999999999999,-65.81,NA
00794,PR,18.18,-66.3,NA
00795,PR,18.05,-66.5,NA
00801,VI,18.350000000000001,-64.930000000000007,NA
00802,VI,18.350000000000001,-64.930000000000007,NA
00803,VI,18.350000000000001,-64.930000000000007,NA
00804,VI,18.350000000000001,-64.930000000000007,NA
00805,VI,18.34,-64.930000000000007,NA
00820,VI,17.739999999999998,-64.7,NA
00821,VI,17.739999999999998,-64.7,NA
00822,VI,17.739999999999998,-64.7,NA
00823,VI,17.739999999999998,-64.7,NA
00824,VI,17.739999999999998,-64.7,NA
00830,VI,18.329999999999998,-64.790000000000006,NA
00831,VI,18.329999999999998,-64.790000000000006,NA
00840,VI,17.71,-64.88,NA
00841,VI,17.71,-64.88,NA
00850,VI,17.760000000000002,-64.819999999999993,NA
00851,VI,17.73,-64.8,NA
00901,PR,18.399999999999999,-66.06,NA
00902,PR,18.399999999999999,-66.06,NA
00906,PR,18.399999999999999,-66.06,NA
00907,PR,18.399999999999999,-66.06,NA
00908,PR,18.399999999999999,-66.06,NA
00909,PR,18.440000000000001,-66.06,NA
00910,PR,18.399999999999999,-66.06,NA
00911,PR,18.399999999999999,-66.06,NA
00912,PR,18.399999999999999,-66.06,NA
00913,PR,18.399999999999999,-66.06,NA
00914,PR,18.399999999999999,-66.06,NA
00915,PR,18.399999999999999,-66.06,NA
00916,PR,18.399999999999999,-66.06,NA
00917,PR,18.399999999999999,-66.06,NA
00918,PR,18.399999999999999,-66.06,NA
00919,PR,18.399999999999999,-66.06,NA
00920,PR,18.399999999999999,-66.06,NA
00921,PR,18.399999999999999,-66.06,NA
00922,PR,18.399999999999999,-66.06,NA
00923,PR,18.399999999999999,-66.06,NA
00924,PR,18.399999999999999,-66.06,NA
00925,PR,18.399999999999999,-66.06,NA
00926,PR,18.399999999999999,-66.06,NA
00927,PR,18.399999999999999,-66.06,NA
00928,PR,18.399999999999999,-66.06,NA
00929,PR,18.399999999999999,-66.06,san juan
00930,PR,18.399999999999999,-66.06,NA
00931,PR,18.399999999999999,-66.06,san juan
00933,PR,18.399999999999999,-66.06,san juan
00934,PR,18.41,-66.11,NA
00935,PR,18.399999999999999,-66.06,san juan
00936,PR,18.399999999999999,-66.06,NA
00937,PR,18.399999999999999,-66.06,san juan
00939,PR,18.399999999999999,-66.06,san juan
00940,PR,18.399999999999999,-66.06,NA
00949,PR,18.440000000000001,-66.25,NA
00950,PR,18.440000000000001,-66.25,NA
00951,PR,18.440000000000001,-66.25,NA
00952,PR,18.420000000000002,-66.19,toa baja
00953,PR,18.39,-66.25,toa alta
00954,PR,18.39,-66.25,toa alta
00955,PR,18.399999999999999,-66.06,san juan
00956,PR,18.28,-66.13,bayamãƒâ³n
00957,PR,18.28,-66.13,bayamãƒâ³n
00958,PR,18.28,-66.13,bayamãƒâ³n
00959,PR,18.28,-66.13,bayamãƒâ³n
00960,PR,18.28,-66.13,NA
00961,PR,18.41,-66.150000000000006,bayamãƒâ³n
00962,PR,18.43,-66.11,cataãƒâ±o
00963,PR,18.43,-66.11,cataãƒâ±o
00965,PR,18.38,-66.11,guaynabo
00966,PR,18.38,-66.11,guaynabo
00968,PR,18.38,-66.11,guaynabo
00969,PR,18.38,-66.11,guaynabo
00970,PR,18.38,-66.11,NA
00971,PR,18.38,-66.11,guaynabo
00975,PR,18.399999999999999,-66.06,san juan
00976,PR,18.36,-66.010000000000005,trujillo alto
00977,PR,18.36,-66.010000000000005,NA
00978,PR,18.37,-66.010000000000005,san juan
00979,PR,18.399999999999999,-65.98,carolina
00981,PR,18.399999999999999,-65.98,carolina
00982,PR,18.399999999999999,-65.98,carolina
00983,PR,18.399999999999999,-65.98,carolina
00984,PR,18.399999999999999,-65.98,carolina
00985,PR,18.399999999999999,-65.98,carolina
00986,PR,18.399999999999999,-65.98,carolina
00987,PR,18.399999999999999,-65.98,carolina
00988,PR,18.399999999999999,-65.98,carolina
01001,MA,42.06,-72.61,hampden
01002,MA,42.37,-72.52,hampshire
01003,MA,42.37,-72.52,hampshire
01004,MA,42.37,-72.52,hampshire
01005,MA,42.42,-72.099999999999994,worcester
01007,MA,42.27,-72.400000000000006,hampshire
01008,MA,42.18,-72.930000000000007,hampden
01009,MA,42.2,-72.34,hampden
01010,MA,42.11,-72.2,hampden
01011,MA,42.28,-72.98,hampden
01012,MA,42.4,-72.849999999999994,hampshire
01013,MA,42.17,-72.569999999999993,hampden
01014,MA,42.17,-72.569999999999993,hampden
01020,MA,42.17,-72.569999999999993,hampden
01021,MA,42.17,-72.569999999999993,hampden
01022,MA,42.17,-72.569999999999993,hampden
01026,MA,42.46,-72.900000000000006,hampshire
01027,MA,42.26,-72.680000000000007,hampshire
01028,MA,42.06,-72.510000000000005,hampden
01029,MA,42.17,-73.03,berkshire
01030,MA,42.06,-72.67,hampden
01031,MA,42.35,-72.209999999999994,worcester
01032,MA,42.43,-72.8,hampshire
01033,MA,42.26,-72.52,hampshire
01034,MA,42.06,-72.86,hampden
01035,MA,42.35,-72.58,hampshire
01036,MA,42.06,-72.41,hampden
09399,AE,0,0,NA
01037,MA,42.35,-72.2,worcester
01038,MA,42.37,-72.599999999999994,hampshire
01039,MA,42.39,-72.7,hampshire
01040,MA,42.21,-72.64,hampden
01041,MA,42.21,-72.64,hampden
01050,MA,42.23,-72.88,hampshire
01053,MA,42.35,-72.709999999999994,hampshire
01054,MA,42.45,-72.5,franklin
01056,MA,42.16,-72.48,hampden
01057,MA,42.09,-72.31,hampden
01059,MA,42.4,-72.52,hampshire
01060,MA,42.32,-72.67,hampshire
01061,MA,42.32,-72.67,hampshire
01062,MA,42.32,-72.67,hampshire
01063,MA,42.32,-72.67,hampshire
01066,MA,42.4,-72.599999999999994,franklin
01068,MA,42.35,-72.05,worcester
01069,MA,42.16,-72.319999999999993,hampden
01070,MA,42.51,-72.91,hampshire
01071,MA,42.18,-72.849999999999994,hampden
01072,MA,42.45,-72.400000000000006,franklin
01073,MA,42.23,-72.73,hampshire
01074,MA,42.38,-72.09,worcester
01075,MA,42.26,-72.56,hampshire
01077,MA,42.05,-72.760000000000005,hampden
01079,MA,42.18,-72.33,hampden
01080,MA,42.18,-72.37,hampden
01081,MA,42.06,-72.209999999999994,hampden
01082,MA,42.25,-72.239999999999995,hampshire
01083,MA,42.21,-72.19,worcester
01084,MA,42.41,-72.87,hampshire
01085,MA,42.13,-72.75,hampden
01086,MA,42.13,-72.75,hampden
01088,MA,42.39,-72.64,hampshire
01089,MA,42.12,-72.650000000000006,hampden
01090,MA,42.12,-72.650000000000006,hampden
01092,MA,42.2,-72.2,worcester
01093,MA,42.45,-72.61,franklin
01094,MA,42.35,-72.14,worcester
01095,MA,42.13,-72.430000000000007,hampden
01096,MA,42.4,-72.709999999999994,hampshire
01097,MA,42.19,-72.819999999999993,hampden
01098,MA,42.41,-72.930000000000007,hampshire
01101,MA,42.11,-72.53,hampden
01102,MA,42.11,-72.53,hampden
01103,MA,42.11,-72.53,hampden
01104,MA,42.11,-72.53,hampden
01105,MA,42.11,-72.53,hampden
01106,MA,42.04,-72.569999999999993,hampden
01107,MA,42.11,-72.53,hampden
01108,MA,42.11,-72.53,hampden
01109,MA,42.11,-72.53,hampden
01111,MA,42.11,-72.53,hampden
01115,MA,42.11,-72.53,hampden
01116,MA,42.04,-72.569999999999993,hampden
01118,MA,42.11,-72.53,hampden
01119,MA,42.11,-72.53,hampden
01128,MA,42.11,-72.53,hampden
01129,MA,42.11,-72.53,hampden
01133,MA,42.1,-72.59,hampden
01138,MA,42.11,-72.53,hampden
01139,MA,42.11,-72.53,hampden
01144,MA,42.11,-72.53,hampden
01151,MA,42.15,-72.510000000000005,hampden
01152,MA,42.11,-72.53,hampden
01195,MA,42.1,-72.58,hampden
01199,MA,42.11,-72.53,hampden
01201,MA,42.45,-73.260000000000005,berkshire
01202,MA,42.45,-73.260000000000005,berkshire
01203,MA,42.45,-73.260000000000005,berkshire
01220,MA,42.62,-73.11,berkshire
01222,MA,42.05,-73.33,berkshire
01223,MA,42.33,-73.069999999999993,berkshire
01224,MA,42.51,-73.19,berkshire
01225,MA,42.55,-73.150000000000006,berkshire
01226,MA,42.47,-73.16,berkshire
01227,MA,42.47,-73.16,berkshire
01229,MA,42.3,-73.319999999999993,berkshire
01230,MA,42.19,-73.349999999999994,berkshire
01235,MA,42.42,-73.069999999999993,berkshire
01236,MA,42.25,-73.36,berkshire
01237,MA,42.51,-73.22,berkshire
01238,MA,42.3,-73.25,berkshire
01240,MA,42.35,-73.28,berkshire
01242,MA,42.36,-73.27,berkshire
01243,MA,42.35,-73.010000000000005,hampshire
01244,MA,42.12,-73.27,berkshire
01245,MA,42.18,-73.209999999999994,berkshire
01247,MA,42.68,-73.11,berkshire
01252,MA,42.17,-73.44,berkshire
01253,MA,42.19,-73.069999999999993,berkshire
01254,MA,42.37,-73.36,berkshire
01255,MA,42.11,-73.13,berkshire
01256,MA,42.56,-73.02,berkshire
01257,MA,42.1,-73.34,berkshire
01258,MA,42.16,-73.41,berkshire
01259,MA,42.07,-73.23,berkshire
01260,MA,42.3,-73.23,berkshire
01262,MA,42.3,-73.319999999999993,berkshire
01263,MA,42.3,-73.319999999999993,berkshire
01264,MA,42.24,-73.19,berkshire
01266,MA,42.31,-73.39,berkshire
01267,MA,42.7,-73.2,berkshire
01270,MA,42.51,-73.040000000000006,berkshire
01301,MA,42.58,-72.59,franklin
01302,MA,42.58,-72.59,franklin
01330,MA,42.53,-72.78,franklin
01331,MA,42.59,-72.23,worcester
01337,MA,42.66,-72.55,franklin
01338,MA,42.6,-72.78,franklin
01339,MA,42.63,-72.88,franklin
01340,MA,42.66,-72.680000000000007,franklin
01341,MA,42.51,-72.680000000000007,franklin
01342,MA,42.55,-72.599999999999994,franklin
01343,MA,42.68,-72.98,berkshire
01344,MA,42.6,-72.400000000000006,franklin
01346,MA,42.66,-72.83,franklin
01347,MA,42.53,-72.540000000000006,franklin
01349,MA,42.59,-72.55,franklin
01350,MA,42.72,-72.98,franklin
01351,MA,42.53,-72.53,franklin
01354,MA,42.7,-72.430000000000007,franklin
01355,MA,42.5,-72.33,franklin
01360,MA,42.7,-72.430000000000007,franklin
01364,MA,42.59,-72.3,franklin
01366,MA,42.48,-72.180000000000007,worcester
01367,MA,42.7,-72.900000000000006,franklin
09567,AE,0,0,NA
01368,MA,42.68,-72.180000000000007,worcester
01370,MA,42.6,-72.739999999999995,franklin
01373,MA,42.47,-72.59,franklin
01375,MA,42.46,-72.58,franklin
01376,MA,42.59,-72.55,franklin
01378,MA,42.68,-72.33,franklin
01379,MA,42.55,-72.400000000000006,franklin
01380,MA,42.58,-72.37,franklin
01420,MA,42.58,-71.81,worcester
01430,MA,42.63,-71.900000000000006,worcester
01431,MA,42.68,-71.81,middlesex
01432,MA,42.56,-71.58,middlesex
01434,MA,42.53,-71.61,worcester
01436,MA,42.6,-72.069999999999993,worcester
01438,MA,42.53,-72.05,worcester
01440,MA,42.58,-71.98,worcester
01441,MA,42.58,-71.98,worcester
01450,MA,42.6,-71.569999999999993,middlesex
01451,MA,42.5,-71.58,worcester
01452,MA,42.48,-72.010000000000005,worcester
01453,MA,42.51,-71.77,worcester
01460,MA,42.53,-71.47,middlesex
01462,MA,42.59,-71.72,worcester
01463,MA,42.66,-71.58,middlesex
01464,MA,42.54,-71.650000000000006,middlesex
01467,MA,42.49,-71.61,worcester
01468,MA,42.55,-72.06,worcester
01469,MA,42.66,-71.7,middlesex
01470,MA,42.6,-71.569999999999993,middlesex
01471,MA,42.6,-71.569999999999993,middlesex
01472,MA,42.61,-71.62,middlesex
01473,MA,42.55,-71.900000000000006,worcester
01474,MA,42.66,-71.739999999999995,middlesex
01475,MA,42.68,-72.040000000000006,worcester
01477,MA,42.69,-72.010000000000005,worcester
01501,MA,42.2,-71.83,worcester
01503,MA,42.38,-71.63,worcester
01504,MA,42.01,-71.5,worcester
01505,MA,42.35,-71.73,worcester
01506,MA,42.21,-72.099999999999994,worcester
01507,MA,42.13,-71.959999999999994,worcester
01508,MA,42.13,-71.959999999999994,worcester
09568,AE,0,0,NA
01509,MA,42.13,-71.959999999999994,worcester
01510,MA,42.41,-71.680000000000007,worcester
01515,MA,42.22,-72.040000000000006,worcester
01516,MA,42.05,-71.73,worcester
01517,MA,42.46,-71.89,worcester
01518,MA,42.12,-72.11,worcester
01519,MA,42.2,-71.680000000000007,worcester
01520,MA,42.35,-71.849999999999994,worcester
01521,MA,42.05,-72.150000000000006,hampden
01522,MA,42.38,-71.87,worcester
01523,MA,42.45,-71.66,worcester
01524,MA,42.25,-71.900000000000006,worcester
01525,MA,42.05,-71.64,worcester
01526,MA,42.12,-71.760000000000005,worcester
01527,MA,42.19,-71.760000000000005,worcester
01529,MA,42.03,-71.58,worcester
01531,MA,42.31,-72.13,worcester
01532,MA,42.31,-71.64,worcester
01534,MA,42.15,-71.650000000000006,worcester
01535,MA,42.27,-72.08,worcester
01536,MA,42.23,-71.69,worcester
01537,MA,42.16,-71.88,worcester
01538,MA,42.05,-71.64,worcester
01540,MA,42.11,-71.87,worcester
01541,MA,42.45,-71.86,worcester
01542,MA,42.2,-71.900000000000006,worcester
01543,MA,42.36,-71.95,worcester
01545,MA,42.3,-71.709999999999994,worcester
01546,MA,42.3,-71.709999999999994,worcester
01550,MA,42.08,-72.03,worcester
01560,MA,42.17,-71.680000000000007,worcester
01561,MA,42.43,-71.69,worcester
01562,MA,42.24,-71.989999999999995,worcester
01564,MA,42.43,-71.75,worcester
01566,MA,42.09,-72.06,worcester
01568,MA,42.17,-71.61,worcester
01569,MA,42.08,-71.599999999999994,worcester
01570,MA,42.04,-71.87,worcester
01571,MA,42.05,-71.930000000000007,worcester
01580,MA,42.26,-71.61,worcester
01581,MA,42.26,-71.61,worcester
01582,MA,42.26,-71.61,worcester
01583,MA,42.36,-71.78,worcester
01585,MA,42.23,-72.14,worcester
01586,MA,42.19,-71.760000000000005,worcester
01588,MA,42.11,-71.67,worcester
01590,MA,42.15,-71.760000000000005,worcester
01601,MA,42.26,-71.8,worcester
01602,MA,42.26,-71.8,worcester
01603,MA,42.26,-71.8,worcester
01604,MA,42.26,-71.8,worcester
01605,MA,42.26,-71.8,worcester
01606,MA,42.26,-71.8,worcester
01607,MA,42.26,-71.8,worcester
01608,MA,42.26,-71.8,worcester
01609,MA,42.26,-71.8,worcester
01610,MA,42.26,-71.8,worcester
01611,MA,42.23,-71.87,worcester
01612,MA,42.31,-71.930000000000007,worcester
01613,MA,42.26,-71.8,worcester
01614,MA,42.26,-71.8,worcester
01615,MA,42.26,-71.8,worcester
01653,MA,42.26,-71.8,worcester
01654,MA,42.26,-71.8,worcester
01655,MA,42.26,-71.8,worcester
01701,MA,42.3,-71.430000000000007,middlesex
01702,MA,42.3,-71.430000000000007,middlesex
01703,MA,42.3,-71.430000000000007,middlesex
01704,MA,42.3,-71.430000000000007,middlesex
01705,MA,42.3,-71.430000000000007,middlesex
01718,MA,42.51,-71.41,middlesex
01719,MA,42.5,-71.5,middlesex
01720,MA,42.48,-71.459999999999994,middlesex
01721,MA,42.25,-71.459999999999994,middlesex
01730,MA,42.48,-71.260000000000005,middlesex
01731,MA,42.46,-71.28,middlesex
01740,MA,42.43,-71.599999999999994,worcester
01741,MA,42.53,-71.349999999999994,middlesex
01742,MA,42.45,-71.349999999999994,middlesex
01745,MA,42.29,-71.5,worcester
01746,MA,42.2,-71.430000000000007,middlesex
01747,MA,42.12,-71.540000000000006,worcester
01748,MA,42.22,-71.52,middlesex
01749,MA,42.39,-71.56,middlesex
01752,MA,42.34,-71.540000000000006,middlesex
01754,MA,42.42,-71.45,middlesex
01756,MA,42.1,-71.55,worcester
01757,MA,42.14,-71.510000000000005,worcester
01760,MA,42.28,-71.349999999999994,middlesex
01770,MA,42.23,-71.36,middlesex
01772,MA,42.3,-71.510000000000005,worcester
01773,MA,42.41,-71.3,middlesex
01775,MA,42.43,-71.5,middlesex
01776,MA,42.36,-71.400000000000006,middlesex
01778,MA,42.36,-71.36,middlesex
01784,MA,42.23,-71.55,middlesex
01801,MA,42.48,-71.150000000000006,middlesex
01803,MA,42.5,-71.2,middlesex
01805,MA,42.5,-71.2,middlesex
01806,MA,42.47,-71.150000000000006,middlesex
01807,MA,42.48,-71.150000000000006,middlesex
01808,MA,42.5,-71.12,middlesex
01810,MA,42.65,-71.14,essex
01812,MA,42.65,-71.14,essex
01813,MA,42.48,-71.150000000000006,middlesex
01815,MA,42.48,-71.150000000000006,middlesex
01821,MA,42.55,-71.260000000000005,middlesex
01822,MA,42.55,-71.260000000000005,middlesex
01824,MA,42.59,-71.36,middlesex
01826,MA,42.66,-71.3,middlesex
01827,MA,42.66,-71.48,middlesex
01830,MA,42.78,-71.08,essex
01831,MA,42.78,-71.08,essex
01832,MA,42.78,-71.08,essex
01833,MA,42.73,-70.98,essex
01834,MA,42.75,-71.03,essex
01835,MA,42.78,-71.08,essex
01840,MA,42.7,-71.16,essex
01841,MA,42.7,-71.16,essex
01842,MA,42.7,-71.16,essex
01843,MA,42.7,-71.16,essex
01844,MA,42.71,-71.180000000000007,essex
01845,MA,42.7,-71.11,essex
01850,MA,42.63,-71.319999999999993,middlesex
01851,MA,42.63,-71.319999999999993,middlesex
01852,MA,42.63,-71.319999999999993,middlesex
09569,AE,0,0,NA
01853,MA,42.63,-71.319999999999993,middlesex
01854,MA,42.63,-71.319999999999993,middlesex
01860,MA,42.83,-71,essex
01862,MA,42.57,-71.290000000000006,middlesex
01863,MA,42.63,-71.39,middlesex
01864,MA,42.56,-71.06,middlesex
01865,MA,42.54,-71.25,middlesex
01866,MA,42.53,-71.23,middlesex
01867,MA,42.53,-71.099999999999994,middlesex
01876,MA,42.61,-71.23,middlesex
01879,MA,42.68,-71.41,middlesex
01880,MA,42.5,-71.06,middlesex
01885,MA,42.67,-71.03,essex
01886,MA,42.58,-71.430000000000007,middlesex
01887,MA,42.55,-71.16,middlesex
01888,MA,42.48,-71.150000000000006,middlesex
01889,MA,42.56,-71.06,middlesex
01890,MA,42.45,-71.14,middlesex
01899,MA,42.65,-71.14,essex
01901,MA,42.47,-70.959999999999994,essex
01902,MA,42.47,-70.959999999999994,essex
01903,MA,42.47,-70.959999999999994,essex
01904,MA,42.47,-70.959999999999994,essex
01905,MA,42.47,-70.959999999999994,essex
01906,MA,42.46,-71.010000000000005,essex
01907,MA,42.46,-70.89,essex
01908,MA,42.42,-70.92,essex
01910,MA,42.47,-70.959999999999994,essex
01913,MA,42.85,-70.92,essex
01915,MA,42.55,-70.84,essex
01921,MA,42.67,-70.98,essex
01922,MA,42.75,-70.930000000000007,essex
01923,MA,42.57,-70.95,essex
01929,MA,42.63,-70.77,essex
01930,MA,42.62,-70.66,essex
01931,MA,42.62,-70.66,essex
01936,MA,42.61,-70.86,essex
01937,MA,42.57,-70.95,essex
01938,MA,42.67,-70.83,essex
01940,MA,42.53,-71.040000000000006,essex
01944,MA,42.56,-70.760000000000005,essex
01945,MA,42.5,-70.849999999999994,essex
01949,MA,42.6,-71.010000000000005,essex
01950,MA,42.81,-70.88,essex
01951,MA,42.8,-71,essex
01952,MA,42.83,-70.84,essex
01960,MA,42.53,-70.97,essex
01961,MA,42.53,-70.97,essex
01965,MA,42.56,-70.86,essex
01966,MA,42.64,-70.61,essex
01969,MA,42.71,-70.87,essex
01970,MA,42.51,-70.900000000000006,essex
01971,MA,42.51,-70.89,essex
01982,MA,42.62,-70.86,essex
01983,MA,42.63,-70.95,essex
01984,MA,42.6,-70.88,essex
01985,MA,42.8,-71,essex
02018,MA,42.17,-70.88,plymouth
02019,MA,42.09,-71.47,norfolk
02020,MA,42.08,-70.64,plymouth
02021,MA,42.15,-71.13,norfolk
02025,MA,42.23,-70.8,norfolk
02026,MA,42.24,-71.17,norfolk
02027,MA,42.24,-71.17,norfolk
02030,MA,42.24,-71.27,norfolk
02031,MA,42.02,-71.17,bristol
02032,MA,42.15,-71.209999999999994,norfolk
02035,MA,42.06,-71.239999999999995,norfolk
02038,MA,42.08,-71.38,norfolk
02040,MA,42.19,-70.760000000000005,plymouth
02041,MA,42.1,-70.709999999999994,plymouth
02043,MA,42.23,-70.88,plymouth
02044,MA,42.23,-70.88,plymouth
02045,MA,42.3,-70.900000000000006,plymouth
02047,MA,42.19,-70.760000000000005,plymouth
02048,MA,42.02,-71.209999999999994,bristol
02050,MA,42.09,-70.7,plymouth
02051,MA,42.15,-70.73,plymouth
02052,MA,42.18,-71.3,norfolk
02053,MA,42.13,-71.400000000000006,norfolk
02054,MA,42.16,-71.349999999999994,norfolk
02055,MA,42.19,-70.760000000000005,plymouth
02056,MA,42.11,-71.31,norfolk
02059,MA,42.1,-70.709999999999994,plymouth
02060,MA,42.21,-70.760000000000005,plymouth
02061,MA,42.16,-70.78,plymouth
02062,MA,42.18,-71.19,norfolk
02065,MA,42.1,-70.709999999999994,plymouth
02066,MA,42.18,-70.73,plymouth
02067,MA,42.11,-71.180000000000007,norfolk
02070,MA,42.05,-71.349999999999994,norfolk
02071,MA,42.09,-71.27,norfolk
02072,MA,42.11,-71.099999999999994,norfolk
02081,MA,42.13,-71.239999999999995,norfolk
02090,MA,42.21,-71.209999999999994,norfolk
02093,MA,42.06,-71.33,norfolk
02108,MA,42.35,-71.06,suffolk
02109,MA,42.35,-71.06,suffolk
02110,MA,42.35,-71.06,suffolk
02111,MA,42.35,-71.06,suffolk
02112,MA,42.35,-71.06,suffolk
02113,MA,42.35,-71.06,suffolk
02114,MA,42.35,-71.06,suffolk
02115,MA,42.35,-71.06,suffolk
02116,MA,42.35,-71.06,suffolk
02117,MA,42.35,-71.06,suffolk
02118,MA,42.35,-71.06,suffolk
02119,MA,42.35,-71.06,suffolk
02120,MA,42.35,-71.06,suffolk
02121,MA,42.35,-71.06,suffolk
02122,MA,42.35,-71.06,suffolk
02123,MA,42.35,-71.06,suffolk
02124,MA,42.35,-71.06,suffolk
02125,MA,42.35,-71.06,suffolk
02126,MA,42.26,-71.099999999999994,suffolk
02127,MA,42.35,-71.06,suffolk
02128,MA,42.35,-71.06,suffolk
02129,MA,42.38,-71.06,suffolk
02130,MA,42.3,-71.11,suffolk
02131,MA,42.28,-71.13,suffolk
02132,MA,42.28,-71.16,suffolk
02133,MA,42.35,-71.06,suffolk
02134,MA,42.35,-71.13,suffolk
02135,MA,42.35,-71.150000000000006,suffolk
02136,MA,42.26,-71.11,suffolk
02137,MA,42.25,-71.12,suffolk
02138,MA,42.37,-71.11,middlesex
02139,MA,42.37,-71.11,middlesex
02140,MA,42.37,-71.11,middlesex
02141,MA,42.37,-71.11,middlesex
02142,MA,42.37,-71.11,middlesex
02143,MA,42.39,-71.099999999999994,middlesex
02144,MA,42.39,-71.099999999999994,middlesex
02145,MA,42.39,-71.099999999999994,middlesex
02148,MA,42.43,-71.05,middlesex
02149,MA,42.4,-71.05,middlesex
02150,MA,42.39,-71.03,suffolk
02151,MA,42.41,-70.989999999999995,suffolk
02152,MA,42.37,-70.98,suffolk
02153,MA,42.42,-71.099999999999994,middlesex
02155,MA,42.42,-71.099999999999994,middlesex
02156,MA,42.42,-71.13,middlesex
02163,MA,42.35,-71.06,suffolk
02169,MA,42.26,-71,norfolk
02170,MA,42.26,-71,norfolk
02171,MA,42.26,-71,norfolk
02176,MA,42.45,-71.05,middlesex
02180,MA,42.47,-71.09,middlesex
